ad_archive_id,page_id,page_name,ad_creation_time,ad_delivery_start_time,ad_delivery_stop_time,byline,ad_creative_bodies,ad_creative_link_titles,ad_creative_link_captions,ad_creative_link_descriptions,impressions,spend,currency,demographic_distribution,delivery_by_region,publisher_platforms,estimated_audience_size,languages,creation_date,start_date,stop_date,pct_young_male
958270052772561,129255907131113,NumbersUSA,2024-08-10,2024-08-10,2024-10-13,NUMBERSUSA EDUCATION AND RESEARCH FOUNDATION,"Sen. Jacky Rosen scored an F- (0%) immigration grade on her NumbersUSA Report Card. She voted to reward illegal aliens with lifetime work permits, despite so many Nevadans struggling to find good paying jobs.",NumbersUSA Congresional Report Card for Jacky Rosen,grades.numbersusa.com,"In the 118th Congress, Jacky Rosen has earned a F-. See more detail here.",lower_bound: 1000000,"lower_bound: 20000, upper_bound: 24999",USD,"{""age"":""18-24"",""gender"":""female"",""percentage"":0.127638},{""age"":""45-54"",""gender"":""male"",""percentage"":0.069889},{""age"":""65+"",""gender"":""male"",""percentage"":0.024674},{""age"":""65+"",""gender"":""female"",""percentage"":0.023859},{""age"":""55-64"",""gender"":""unknown"",""percentage"":0.000382},{""age"":""55-64"",""gender"":""male"",""percentage"":0.042507},{""age"":""55-64"",""gender"":""female"",""percentage"":0.035381},{""age"":""45-54"",""gender"":""unknown"",""percentage"":0.000692},{""age"":""45-54"",""gender"":""female"",""percentage"":0.050212},{""age"":""18-24"",""gender"":""male"",""percentage"":0.145335},{""age"":""35-44"",""gender"":""unknown"",""percentage"":0.001294},{""age"":""35-44"",""gender"":""male"",""percentage"":0.116872},{""age"":""35-44"",""gender"":""female"",""percentage"":0.078589},{""age"":""25-34"",""gender"":""unknown"",""percentage"":0.002269},{""age"":""25-34"",""gender"":""male"",""percentage"":0.171081},{""age"":""25-34"",""gender"":""female"",""percentage"":0.104228},{""age"":""18-24"",""gender"":""unknown"",""percentage"":0.004734},{""age"":""65+"",""gender"":""unknown"",""percentage"":0.000365}","{""region"":""Alaska"",""percentage"":1.0e-6},{""region"":""Arizona"",""percentage"":1.3e-5},{""region"":""California"",""percentage"":3.2e-5},{""region"":""Colorado"",""percentage"":1.0e-6},{""region"":""Florida"",""percentage"":1.0e-6},{""region"":""Illinois"",""percentage"":2.0e-6},{""region"":""Louisiana"",""percentage"":1.0e-6},{""region"":""Nevada"",""percentage"":0.999905},{""region"":""New Jersey"",""percentage"":1.0e-6},{""region"":""New Mexico"",""percentage"":1.0e-6},{""region"":""New York"",""percentage"":2.0e-6},{""region"":""South Carolina"",""percentage"":1.0e-6},{""region"":""Texas"",""percentage"":4.0e-6},{""region"":""Unknown"",""percentage"":3.5e-5},{""region"":""Utah"",""percentage"":1.0e-6},{""region"":""Washington"",""percentage"":1.0e-6}","facebook,instagram",lower_bound: 1000001,en,2024-08-10,2024-08-10,2024-10-13,0.316416
994855932383263,129255907131113,NumbersUSA,2024-08-26,2024-08-26,2024-09-18,NUMBERSUSA EDUCATION AND RESEARCH FOUNDATION,"Sherrod Brown has received an F- (3%) grade from the non-partisan organization NumbersUSA for supporting illegal alien amnesty and votes against increased border security.,Sherrod Brown has received an F- (3%) grade from the non-partisan organization NumbersUSA for supporting illegal alien amnesty and votes against increased border security.",,grades.numbersusa.com,,lower_bound: 1000000,"lower_bound: 9000, upper_bound: 9999",USD,"{""age"":""55-64"",""gender"":""unknown"",""percentage"":0.000494},{""age"":""25-34"",""gender"":""female"",""percentage"":0.122631},{""age"":""65+"",""gender"":""female"",""percentage"":0.029756},{""age"":""18-24"",""gender"":""male"",""percentage"":0.082025},{""age"":""35-44"",""gender"":""male"",""percentage"":0.13813},{""age"":""25-34"",""gender"":""male"",""percentage"":0.158656},{""age"":""45-54"",""gender"":""female"",""percentage"":0.062117},{""age"":""35-44"",""gender"":""female"",""percentage"":0.110209},{""age"":""18-24"",""gender"":""female"",""percentage"":0.073528},{""age"":""18-24"",""gender"":""unknown"",""percentage"":0.001883},{""age"":""55-64"",""gender"":""male"",""percentage"":0.05797},{""age"":""45-54"",""gender"":""male"",""percentage"":0.083714},{""age"":""55-64"",""gender"":""female"",""percentage"":0.043666},{""age"":""65+"",""gender"":""male"",""percentage"":0.030979},{""age"":""65+"",""gender"":""unknown"",""percentage"":0.000388},{""age"":""45-54"",""gender"":""unknown"",""percentage"":0.000764},{""age"":""25-34"",""gender"":""unknown"",""percentage"":0.001583},{""age"":""35-44"",""gender"":""unknown"",""percentage"":0.001507}","{""region"":""New York"",""percentage"":1.0e-6},{""region"":""Arizona"",""percentage"":1.0e-6},{""region"":""Georgia"",""percentage"":1.0e-6},{""region"":""Massachusetts"",""percentage"":1.0e-6},{""region"":""Alabama"",""percentage"":1.0e-6},{""region"":""Pennsylvania"",""percentage"":3.0e-6},{""region"":""Illinois"",""percentage"":3.0e-6},{""region"":""Kentucky"",""percentage"":9.0e-6},{""region"":""Texas"",""percentage"":2.0e-6},{""region"":""Indiana"",""percentage"":4.0e-6},{""region"":""Missouri"",""percentage"":1.0e-6},{""region"":""Ohio"",""percentage"":0.999968},{""region"":""Michigan"",""percentage"":7.0e-6}","facebook,instagram",lower_bound: 1000001,en,2024-08-26,2024-08-26,2024-09-18,0.240681
999305928643421,129255907131113,NumbersUSA,2024-08-09,2024-08-09,2024-09-18,NUMBERSUSA EDUCATION AND RESEARCH FOUNDATION,"Elissa Slotkin got an F- (4%) immigration grade on her NumbersUSA Report Card. She voted to reward illegal aliens with lifetime work permits, and give taxpayer-funded benefits to illegal aliens.",NumbersUSA Congresional Report Card for Elissa Slotkin,grades.numbersusa.com,"In the 118th Congress, Elissa Slotkin has earned a F. See more detail here.",lower_bound: 1000000,"lower_bound: 8000, upper_bound: 8999",USD,"{""age"":""35-44"",""gender"":""unknown"",""percentage"":0.001254},{""age"":""25-34"",""gender"":""female"",""percentage"":0.116915},{""age"":""55-64"",""gender"":""unknown"",""percentage"":0.000392},{""age"":""18-24"",""gender"":""unknown"",""percentage"":0.002546},{""age"":""45-54"",""gender"":""unknown"",""percentage"":0.00063},{""age"":""25-34"",""gender"":""unknown"",""percentage"":0.001626},{""age"":""18-24"",""gender"":""female"",""percentage"":0.119983},{""age"":""35-44"",""gender"":""female"",""percentage"":0.084011},{""age"":""35-44"",""gender"":""male"",""percentage"":0.11777},{""age"":""55-64"",""gender"":""female"",""percentage"":0.036492},{""age"":""25-34"",""gender"":""male"",""percentage"":0.16731},{""age"":""45-54"",""gender"":""male"",""percentage"":0.079106},{""age"":""65+"",""gender"":""female"",""percentage"":0.025581},{""age"":""65+"",""gender"":""male"",""percentage"":0.027174},{""age"":""45-54"",""gender"":""female"",""percentage"":0.050417},{""age"":""55-64"",""gender"":""male"",""percentage"":0.047951},{""age"":""18-24"",""gender"":""male"",""percentage"":0.120518},{""age"":""65+"",""gender"":""unknown"",""percentage"":0.000323}","{""region"":""Colorado"",""percentage"":1.0e-6},{""region"":""Pennsylvania"",""percentage"":6.0e-6},{""region"":""California"",""percentage"":1.0e-6},{""region"":""Unknown"",""percentage"":2.8e-5},{""region"":""Michigan"",""percentage"":0.999741},{""region"":""Vermont"",""percentage"":1.0e-6},{""region"":""Louisiana"",""percentage"":1.0e-6},{""region"":""Illinois"",""percentage"":4.0e-6},{""region"":""West Virginia"",""percentage"":1.0e-6},{""region"":""Texas"",""percentage"":3.0e-6},{""region"":""Tennessee"",""percentage"":4.0e-6},{""region"":""Indiana"",""percentage"":5.7e-5},{""region"":""South Carolina"",""percentage"":1.0e-6},{""region"":""Florida"",""percentage"":6.0e-6},{""region"":""Ohio"",""percentage"":3.8e-5},{""region"":""North Carolina"",""percentage"":2.0e-6},{""region"":""Arkansas"",""percentage"":1.0e-6},{""region"":""New Jersey"",""percentage"":1.0e-6},{""region"":""Maryland"",""percentage"":1.0e-6},{""region"":""Iowa"",""percentage"":1.0e-6},{""region"":""Maine"",""percentage"":1.0e-6},{""region"":""Kentucky"",""percentage"":5.0e-6},{""region"":""Virginia"",""percentage"":1.0e-6},{""region"":""New York"",""percentage"":9.5e-5}","facebook,instagram",lower_bound: 1000001,,2024-08-09,2024-08-09,2024-09-18,0.287828
1.02831E+15,129255907131113,NumbersUSA,2024-08-16,2024-08-16,2024-09-18,NUMBERSUSA EDUCATION AND RESEARCH FOUNDATION,"Sen. Bob Casey got an F- (0%) Immigration grade on his NumbersUSA Report Card. He voted to reward illegal aliens with lifetime work permits, and give taxpayer-funded benefits to illegal aliens,Sen. Bob Casey got an F- (0%) Immigration grade on his NumbersUSA Report Card. He voted to reward illegal aliens with lifetime work permits, and give taxpayer-funded benefits to illegal aliens",,grades.numbersusa.com,,lower_bound: 1000000,"lower_bound: 10000, upper_bound: 14999",USD,"{""age"":""45-54"",""gender"":""unknown"",""percentage"":0.000738},{""age"":""45-54"",""gender"":""male"",""percentage"":0.0776},{""age"":""65+"",""gender"":""unknown"",""percentage"":0.000354},{""age"":""55-64"",""gender"":""female"",""percentage"":0.045885},{""age"":""35-44"",""gender"":""male"",""percentage"":0.135661},{""age"":""18-24"",""gender"":""female"",""percentage"":0.080267},{""age"":""65+"",""gender"":""male"",""percentage"":0.02852},{""age"":""35-44"",""gender"":""female"",""percentage"":0.111778},{""age"":""45-54"",""gender"":""female"",""percentage"":0.061377},{""age"":""18-24"",""gender"":""unknown"",""percentage"":0.001857},{""age"":""25-34"",""gender"":""female"",""percentage"":0.136499},{""age"":""55-64"",""gender"":""male"",""percentage"":0.048392},{""age"":""25-34"",""gender"":""male"",""percentage"":0.154925},{""age"":""18-24"",""gender"":""male"",""percentage"":0.076615},{""age"":""65+"",""gender"":""female"",""percentage"":0.035724},{""age"":""35-44"",""gender"":""unknown"",""percentage"":0.001508},{""age"":""55-64"",""gender"":""unknown"",""percentage"":0.000449},{""age"":""25-34"",""gender"":""unknown"",""percentage"":0.001852}","{""region"":""Indiana"",""percentage"":1.0e-6},{""region"":""South Carolina"",""percentage"":1.0e-6},{""region"":""New Mexico"",""percentage"":1.0e-6},{""region"":""Maryland"",""percentage"":4.0e-6},{""region"":""Pennsylvania"",""percentage"":0.99994},{""region"":""Ohio"",""percentage"":1.1e-5},{""region"":""New Jersey"",""percentage"":2.3e-5},{""region"":""Virginia"",""percentage"":9.0e-6},{""region"":""Massachusetts"",""percentage"":1.0e-6},{""region"":""Texas"",""percentage"":2.0e-6},{""region"":""Michigan"",""percentage"":1.0e-6},{""region"":""Delaware"",""percentage"":1.0e-6},{""region"":""West Virginia"",""percentage"":1.0e-6},{""region"":""North Carolina"",""percentage"":1.0e-6},{""region"":""Connecticut"",""percentage"":1.0e-6},{""region"":""Illinois"",""percentage"":1.0e-6},{""region"":""New York"",""percentage"":3.0e-6}","facebook,instagram",lower_bound: 1000001,en,2024-08-16,2024-08-16,2024-09-18,0.23154
1.02928E+15,129255907131113,NumbersUSA,2024-09-17,2024-09-17,2024-10-13,NUMBERSUSA EDUCATION AND RESEARCH FOUNDATION,"Sen. Bob Casey got an F- (0%) Immigration grade on his NumbersUSA Report Card. He voted to reward illegal aliens with lifetime work permits, and give taxpayer-funded benefits to illegal aliens,Sen. Bob Casey got an F- (0%) Immigration grade on his NumbersUSA Report Card. He voted to reward illegal aliens with lifetime work permits, and give taxpayer-funded benefits to illegal aliens",,grades.numbersusa.com,,lower_bound: 1000000,"lower_bound: 10000, upper_bound: 14999",USD,"{""age"":""18-24"",""gender"":""female"",""percentage"":0.061814},{""age"":""45-54"",""gender"":""male"",""percentage"":0.099467},{""age"":""65+"",""gender"":""unknown"",""percentage"":0.000485},{""age"":""65+"",""gender"":""male"",""percentage"":0.041694},{""age"":""65+"",""gender"":""female"",""percentage"":0.042863},{""age"":""55-64"",""gender"":""unknown"",""percentage"":0.000599},{""age"":""55-64"",""gender"":""male"",""percentage"":0.072145},{""age"":""55-64"",""gender"":""female"",""percentage"":0.051204},{""age"":""45-54"",""gender"":""unknown"",""percentage"":0.000914},{""age"":""45-54"",""gender"":""female"",""percentage"":0.063669},{""age"":""18-24"",""gender"":""male"",""percentage"":0.07471},{""age"":""35-44"",""gender"":""unknown"",""percentage"":0.001627},{""age"":""35-44"",""gender"":""male"",""percentage"":0.149503},{""age"":""35-44"",""gender"":""female"",""percentage"":0.097549},{""age"":""25-34"",""gender"":""unknown"",""percentage"":0.00122},{""age"":""25-34"",""gender"":""male"",""percentage"":0.146505},{""age"":""25-34"",""gender"":""female"",""percentage"":0.092724},{""age"":""18-24"",""gender"":""unknown"",""percentage"":0.001307},{""age"":""Unknown"",""gender"":""unknown"",""percentage"":1.0e-6}","{""region"":""Arizona"",""percentage"":1.0e-6},{""region"":""South Carolina"",""percentage"":1.0e-6},{""region"":""New Jersey"",""percentage"":0.000165},{""region"":""New York"",""percentage"":6.1e-5},{""region"":""North Carolina"",""percentage"":1.4e-5},{""region"":""Ohio"",""percentage"":1.4e-5},{""region"":""Oklahoma"",""percentage"":4.5e-5},{""region"":""Oregon"",""percentage"":1.0e-6},{""region"":""Pennsylvania"",""percentage"":0.999415},{""region"":""Tennessee"",""percentage"":3.0e-6},{""region"":""Nevada"",""percentage"":1.0e-6},{""region"":""Texas"",""percentage"":1.0e-6},{""region"":""Unknown"",""percentage"":6.0e-6},{""region"":""Utah"",""percentage"":1.0e-6},{""region"":""Virginia"",""percentage"":1.0e-5},{""region"":""Washington"",""percentage"":1.0e-6},{""region"":""Washington, District of Columbia"",""percentage"":1.0e-6},{""region"":""West Virginia"",""percentage"":1.6e-5},{""region"":""New Hampshire"",""percentage"":1.0e-6},{""region"":""Nebraska"",""percentage"":1.7e-5},{""region"":""Arkansas"",""percentage"":1.0e-6},{""region"":""Iowa"",""percentage"":5.9e-5},{""region"":""California"",""percentage"":4.0e-6},{""region"":""Connecticut"",""percentage"":1.0e-6},{""region"":""Delaware"",""percentage"":1.3e-5},{""region"":""Florida"",""percentage"":2.0e-6},{""region"":""Georgia"",""percentage"":2.0e-6},{""region"":""Illinois"",""percentage"":2.4e-5},{""region"":""Indiana"",""percentage"":3.0e-6},{""region"":""Kansas"",""percentage"":1.0e-5},{""region"":""Missouri"",""percentage"":1.9e-5},{""region"":""Kentucky"",""percentage"":1.0e-6},{""region"":""Maine"",""percentage"":6.0e-6},{""region"":""Maryland"",""percentage"":1.2e-5},{""region"":""Massachusetts"",""percentage"":1.0e-6},{""region"":""Michigan"",""percentage"":1.0e-6},{""region"":""Minnesota"",""percentage"":2.0e-6},{""region"":""Mississippi"",""percentage"":1.0e-6},{""region"":""Wisconsin"",""percentage"":6.0e-5}","facebook,instagram",lower_bound: 1000001,en,2024-09-17,2024-09-17,2024-10-13,0.221215
1.03023E+15,129255907131113,NumbersUSA,2024-08-08,2024-08-08,2024-10-13,NUMBERSUSA EDUCATION AND RESEARCH FOUNDATION,Sen. Tammy Baldwin got an F (6%) immigration grade on her NumbersUSA Report Card. She has voted to reward illegal aliens with lifetime work permits AND taxpayer-funded benefits!,NumbersUSA Congresional Report Card for Tammy Baldwin,grades.numbersusa.com,"In the 118th Congress, Tammy Baldwin has earned a F-. See more detail here.",lower_bound: 1000000,"lower_bound: 25000, upper_bound: 29999",USD,"{""age"":""18-24"",""gender"":""female"",""percentage"":0.125808},{""age"":""45-54"",""gender"":""male"",""percentage"":0.072137},{""age"":""65+"",""gender"":""male"",""percentage"":0.030452},{""age"":""65+"",""gender"":""female"",""percentage"":0.030181},{""age"":""55-64"",""gender"":""unknown"",""percentage"":0.000558},{""age"":""55-64"",""gender"":""male"",""percentage"":0.052177},{""age"":""55-64"",""gender"":""female"",""percentage"":0.040589},{""age"":""45-54"",""gender"":""unknown"",""percentage"":0.000864},{""age"":""45-54"",""gender"":""female"",""percentage"":0.049479},{""age"":""18-24"",""gender"":""male"",""percentage"":0.126592},{""age"":""35-44"",""gender"":""unknown"",""percentage"":0.001542},{""age"":""35-44"",""gender"":""male"",""percentage"":0.115853},{""age"":""35-44"",""gender"":""female"",""percentage"":0.081101},{""age"":""25-34"",""gender"":""unknown"",""percentage"":0.001868},{""age"":""25-34"",""gender"":""male"",""percentage"":0.159917},{""age"":""25-34"",""gender"":""female"",""percentage"":0.107286},{""age"":""18-24"",""gender"":""unknown"",""percentage"":0.003099},{""age"":""65+"",""gender"":""unknown"",""percentage"":0.000497}","{""region"":""Unknown"",""percentage"":5.9e-5},{""region"":""Wisconsin"",""percentage"":0.999941}","facebook,instagram",lower_bound: 1000001,en,2024-08-08,2024-08-08,2024-10-13,0.286509
1.03444E+15,129255907131113,NumbersUSA,2024-08-07,2024-08-07,2024-08-10,NUMBERSUSA EDUCATION AND RESEARCH FOUNDATION,"Sen. Jon Tester scored an F (6%) on our immigration grade cards. He has voted to reward illegal aliens with lifetime work permits, putting them before Montanans. 

See his full immigration grade here: https://grades.numbersusa.com/gradecard/1207/118/",NumbersUSA Congresional Report Card for Jon Tester,grades.numbersusa.com,"In the 118th Congress, Jon Tester has earned a F. See more detail here.","lower_bound: 150000, upper_bound: 174999","lower_bound: 1000, upper_bound: 1499",USD,"{""age"":""35-44"",""gender"":""unknown"",""percentage"":0.001146},{""age"":""65+"",""gender"":""female"",""percentage"":0.045015},{""age"":""25-34"",""gender"":""unknown"",""percentage"":0.001292},{""age"":""45-54"",""gender"":""female"",""percentage"":0.049765},{""age"":""18-24"",""gender"":""male"",""percentage"":0.116552},{""age"":""55-64"",""gender"":""unknown"",""percentage"":0.000708},{""age"":""25-34"",""gender"":""female"",""percentage"":0.094947},{""age"":""18-24"",""gender"":""female"",""percentage"":0.097989},{""age"":""35-44"",""gender"":""male"",""percentage"":0.117246},{""age"":""45-54"",""gender"":""unknown"",""percentage"":0.000972},{""age"":""55-64"",""gender"":""female"",""percentage"":0.042626},{""age"":""55-64"",""gender"":""male"",""percentage"":0.062467},{""age"":""45-54"",""gender"":""male"",""percentage"":0.080836},{""age"":""65+"",""gender"":""male"",""percentage"":0.049967},{""age"":""18-24"",""gender"":""unknown"",""percentage"":0.00209},{""age"":""35-44"",""gender"":""female"",""percentage"":0.078516},{""age"":""25-34"",""gender"":""male"",""percentage"":0.157074},{""age"":""65+"",""gender"":""unknown"",""percentage"":0.000792}","{""region"":""Unknown"",""percentage"":3.5e-5},{""region"":""Montana"",""percentage"":0.999965}","facebook,instagram","lower_bound: 500001, upper_bound: 1000000",en,2024-08-07,2024-08-07,2024-08-10,0.273626
1.03707E+15,129255907131113,NumbersUSA,2024-08-01,2024-08-01,2024-08-05,NUMBERSUSA EDUCATION AND RESEARCH FOUNDATION,"Opposes amnesty for illegals, supports E-Verify to protect American workers,NumbersUSA Grade Card","Marcel Dixon wants to put South Carolina FIRST!,Rep. Clyburn has an F- grade on immigration","immigration-elections.com,immigration-elections.com","Opposes amnesty for illegals, supports E-Verify to protect American workers,NumbersUSA Grade Card","lower_bound: 25000, upper_bound: 29999","lower_bound: 0, upper_bound: 99",USD,"{""age"":""25-34"",""gender"":""male"",""percentage"":0.161034},{""age"":""55-64"",""gender"":""male"",""percentage"":0.039613},{""age"":""25-34"",""gender"":""unknown"",""percentage"":0.00127},{""age"":""55-64"",""gender"":""unknown"",""percentage"":0.000614},{""age"":""18-24"",""gender"":""unknown"",""percentage"":0.001434},{""age"":""35-44"",""gender"":""unknown"",""percentage"":0.000983},{""age"":""45-54"",""gender"":""unknown"",""percentage"":0.000696},{""age"":""45-54"",""gender"":""male"",""percentage"":0.063455},{""age"":""35-44"",""gender"":""female"",""percentage"":0.119495},{""age"":""65+"",""gender"":""female"",""percentage"":0.030068},{""age"":""45-54"",""gender"":""female"",""percentage"":0.059563},{""age"":""35-44"",""gender"":""male"",""percentage"":0.125763},{""age"":""25-34"",""gender"":""female"",""percentage"":0.143419},{""age"":""18-24"",""gender"":""female"",""percentage"":0.101798},{""age"":""18-24"",""gender"":""male"",""percentage"":0.089714},{""age"":""65+"",""gender"":""male"",""percentage"":0.020728},{""age"":""55-64"",""gender"":""female"",""percentage"":0.040023},{""age"":""65+"",""gender"":""unknown"",""percentage"":0.000328}","{""region"":""North Carolina"",""percentage"":4.1e-5},{""region"":""South Carolina"",""percentage"":0.999752},{""region"":""Unknown"",""percentage"":0.000165},{""region"":""Pennsylvania"",""percentage"":4.1e-5}","facebook,instagram","lower_bound: 50001, upper_bound: 100000",en,2024-08-01,2024-08-01,2024-08-05,0.250748
1.03772E+15,129255907131113,NumbersUSA,2024-08-07,2024-08-07,2024-09-16,NUMBERSUSA EDUCATION AND RESEARCH FOUNDATION,"Elissa Slotkin supports rewarding illegal aliens with lifetime work permits, putting them before the citizens of her own State! This is unacceptable.",Elissa Slotkin scored an F on our immigration grade card,grades.numbersusa.com,,lower_bound: 1000000,"lower_bound: 15000, upper_bound: 19999",USD,"{""age"":""Unknown"",""gender"":""unknown"",""percentage"":1.0e-6},{""age"":""35-44"",""gender"":""female"",""percentage"":0.079312},{""age"":""65+"",""gender"":""female"",""percentage"":0.021666},{""age"":""35-44"",""gender"":""male"",""percentage"":0.114117},{""age"":""25-34"",""gender"":""female"",""percentage"":0.116754},{""age"":""25-34"",""gender"":""male"",""percentage"":0.166341},{""age"":""18-24"",""gender"":""female"",""percentage"":0.127695},{""age"":""65+"",""gender"":""male"",""percentage"":0.026736},{""age"":""18-24"",""gender"":""male"",""percentage"":0.13421},{""age"":""55-64"",""gender"":""male"",""percentage"":0.049505},{""age"":""55-64"",""gender"":""unknown"",""percentage"":0.000408},{""age"":""45-54"",""gender"":""male"",""percentage"":0.075871},{""age"":""45-54"",""gender"":""female"",""percentage"":0.046557},{""age"":""55-64"",""gender"":""female"",""percentage"":0.033795},{""age"":""25-34"",""gender"":""unknown"",""percentage"":0.001691},{""age"":""18-24"",""gender"":""unknown"",""percentage"":0.003036},{""age"":""35-44"",""gender"":""unknown"",""percentage"":0.001279},{""age"":""45-54"",""gender"":""unknown"",""percentage"":0.000684},{""age"":""65+"",""gender"":""unknown"",""percentage"":0.000344}","{""region"":""Louisiana"",""percentage"":1.0e-6},{""region"":""Arkansas"",""percentage"":1.0e-6},{""region"":""California"",""percentage"":4.0e-6},{""region"":""Tennessee"",""percentage"":6.0e-6},{""region"":""Ohio"",""percentage"":5.3e-5},{""region"":""North Carolina"",""percentage"":3.0e-6},{""region"":""New York"",""percentage"":0.000103},{""region"":""Michigan"",""percentage"":0.999669},{""region"":""Kentucky"",""percentage"":4.0e-6},{""region"":""Indiana"",""percentage"":7.6e-5},{""region"":""Unknown"",""percentage"":4.4e-5},{""region"":""New Jersey"",""percentage"":2.0e-6},{""region"":""Texas"",""percentage"":3.0e-6},{""region"":""Illinois"",""percentage"":5.0e-6},{""region"":""Georgia"",""percentage"":2.0e-6},{""region"":""Pennsylvania"",""percentage"":7.0e-6},{""region"":""Nevada"",""percentage"":1.0e-6},{""region"":""Mississippi"",""percentage"":1.0e-6},{""region"":""New Hampshire"",""percentage"":1.0e-6},{""region"":""Oklahoma"",""percentage"":1.0e-6},{""region"":""Iowa"",""percentage"":1.0e-6},{""region"":""Maine"",""percentage"":1.0e-6},{""region"":""Wisconsin"",""percentage"":1.0e-6},{""region"":""Connecticut"",""percentage"":1.0e-6},{""region"":""Alabama"",""percentage"":1.0e-6},{""region"":""Washington"",""percentage"":1.0e-6},{""region"":""Rhode Island"",""percentage"":1.0e-6},{""region"":""West Virginia"",""percentage"":2.0e-6},{""region"":""Massachusetts"",""percentage"":1.0e-6},{""region"":""Kansas"",""percentage"":1.0e-6},{""region"":""Missouri"",""percentage"":1.0e-6},{""region"":""Maryland"",""percentage"":1.0e-6},{""region"":""Florida"",""percentage"":4.0e-6}","facebook,instagram",lower_bound: 1000001,en,2024-08-07,2024-08-07,2024-09-16,0.300551
1.03863E+15,129255907131113,NumbersUSA,2024-08-07,2024-08-07,2024-08-17,NUMBERSUSA EDUCATION AND RESEARCH FOUNDATION,"Sen. Bob Casey scored an F- (5%) on our immigration grade cards. He voted to reward illegal aliens with lifetime work permits, even though black in Pennsylvania is 68% higher than the state unemployment rate. 

See his full immigration grade here: https://grades.numbersusa.com/gradecard/1208/career/,Sen. Bob Casey scored an F- (5%) on our immigration grade cards. He voted to reward illegal aliens with lifetime work permits, even though black in Pennsylvania is 68% higher than the state unemployment rate. 

See his full immigration grade here: https://grades.numbersusa.com/gradecard/1208/career/",,grades.numbersusa.com,,"lower_bound: 150000, upper_bound: 174999","lower_bound: 700, upper_bound: 799",USD,"{""age"":""55-64"",""gender"":""unknown"",""percentage"":0.000368},{""age"":""45-54"",""gender"":""male"",""percentage"":0.097341},{""age"":""65+"",""gender"":""unknown"",""percentage"":0.0003},{""age"":""25-34"",""gender"":""unknown"",""percentage"":0.001194},{""age"":""35-44"",""gender"":""unknown"",""percentage"":0.000969},{""age"":""65+"",""gender"":""female"",""percentage"":0.032645},{""age"":""18-24"",""gender"":""male"",""percentage"":0.06776},{""age"":""45-54"",""gender"":""female"",""percentage"":0.061243},{""age"":""35-44"",""gender"":""female"",""percentage"":0.102377},{""age"":""45-54"",""gender"":""unknown"",""percentage"":0.000512},{""age"":""65+"",""gender"":""male"",""percentage"":0.031655},{""age"":""18-24"",""gender"":""female"",""percentage"":0.068879},{""age"":""55-64"",""gender"":""female"",""percentage"":0.045098},{""age"":""25-34"",""gender"":""male"",""percentage"":0.161702},{""age"":""55-64"",""gender"":""male"",""percentage"":0.058684},{""age"":""25-34"",""gender"":""female"",""percentage"":0.11036},{""age"":""35-44"",""gender"":""male"",""percentage"":0.157874},{""age"":""18-24"",""gender"":""unknown"",""percentage"":0.001037}","{""region"":""West Virginia"",""percentage"":7.0e-6},{""region"":""Massachusetts"",""percentage"":7.0e-6},{""region"":""Ohio"",""percentage"":7.0e-6},{""region"":""New York"",""percentage"":1.4e-5},{""region"":""Pennsylvania"",""percentage"":0.999949},{""region"":""Maryland"",""percentage"":7.0e-6},{""region"":""New Jersey"",""percentage"":7.0e-6}","facebook,instagram",lower_bound: 1000001,en,2024-08-07,2024-08-07,2024-08-17,0.229462
